title,body,date,language,source
Great choice for Lake James area that…,great choice lake james area wont break bankallows pets awesome dog attached us never left alone room maid left fresh towels could done room since pet insideclean convenient attractions creative updating,"Date of experience: June 28, 2018",en,HotelSone
Great stay!,wonderfully relaxing time glacier travel inn provided us affordable means enjoying beautiful piece paradise,"Date of experience: June 27, 2018",en,HotelSone
I looked at other booking sites and…,looked booking sites rates booking com site reduced price,"Date of experience: June 27, 2018",en,HotelSone
Birchwood Inn,beechwood inn excellent food friendly gracious staff extremely comfortable accommodations highly recommended,"Date of experience: June 27, 2018",en,HotelSone
Great hotel,great hotel would stay,"Date of experience: June 27, 2018",en,HotelSone
Very friendly staff,friendly staff nothing much trouble always willing help asked questions get place 1000 1000,"Date of experience: June 27, 2018",en,HotelSone
wonderful,booking easy problems,"Date of experience: June 27, 2018",en,HotelSone
Convenient,easy booking people lovely comfortable clean even quite,"Date of experience: June 26, 2018",en,HotelSone
Every part of our stay was way above…,every part stay way expectation one complaint suggestion pool,"Date of experience: June 26, 2018",en,HotelSone
Change your toilets!,already comment everything satisfactory except low boy toilets done understand hotels boy toilets got middle night toilet low enough sat slightly right fell ended two fractured vertebrae another hotel however hope seriously consider changing toilets older difficult sit lowry lyly,"Date of experience: June 26, 2018",en,HotelSone
The reservation experience was fine but…,reservation experience fine keep getting emails click unsubscribe get error message great way get use service,"Date of experience: June 26, 2018",en,HotelSone
